id,name,full_name,url,description,last_updated,flavors,curse_id,wago_id,wowi_id,has_release_json,last_seen
208635680,ButtonBin,Addons-By-Neotron/ButtonBin,https://github.com/Addons-By-Neotron/ButtonBin,A bin for all your LibDataBroker buttons,2025-07-19T16:08:20+00:00,"bcc,cata,classic,mainline,mists",13591,2jK8QeGy,10474,True,2026-01-16T16:37:36.486485+00:00
208637902,LibDropDown,Addons-By-Neotron/LibDropDown,https://github.com/Addons-By-Neotron/LibDropDown,A library for dropdown menus,2025-07-25T20:08:09+00:00,"bcc,cata,classic,mainline",17280,,,True,2026-01-16T16:37:36.240593+00:00
208635483,LibLogger,Addons-By-Neotron/LibLogger,https://github.com/Addons-By-Neotron/LibLogger,,2025-07-19T16:36:26+00:00,"bcc,cata,classic,mainline,mists",14297,,,True,2026-01-16T16:37:36.256276+00:00
208635003,LibMagicUtil,Addons-By-Neotron/LibMagicUtil,https://github.com/Addons-By-Neotron/LibMagicUtil,,2025-07-19T15:55:22+00:00,"bcc,cata,classic,mainline,mists",18625,,,True,2026-01-16T16:37:36.257757+00:00
208635094,MagicComm,Addons-By-Neotron/MagicComm,https://github.com/Addons-By-Neotron/MagicComm,Library handling communcation for Magic* addons ,2025-07-19T15:58:56+00:00,"bcc,cata,classic,mainline,mists",14360,,,True,2026-01-16T16:37:37.225419+00:00
208640394,MagicMarker,Addons-By-Neotron/MagicMarker,https://github.com/Addons-By-Neotron/MagicMarker,Automated smart raid marking to speed up trash clearing in instance runs,2025-07-25T20:55:59+00:00,"bcc,cata,classic,mainline,mists",14363,ZQ6a2AKW,9110,True,2026-01-16T16:37:36.484537+00:00
369890840,MagicMarker-Data,Addons-By-Neotron/MagicMarker-Data,https://github.com/Addons-By-Neotron/MagicMarker-Data,,2022-08-06T19:02:15+00:00,"bcc,wrath",14364,q96dvXGO,,True,2026-01-16T16:37:36.489440+00:00
521618773,MagicRunes,Addons-By-Neotron/MagicRunes,https://github.com/Addons-By-Neotron/MagicRunes,,2022-12-20T14:42:58+00:00,"mainline,wrath",16111,7nGvkWNx,11669,True,2026-01-16T16:37:36.239943+00:00
208640310,MagicTargets2,Addons-By-Neotron/MagicTargets2,https://github.com/Addons-By-Neotron/MagicTargets2,PvE Status Frames,2025-07-19T16:11:29+00:00,"bcc,cata,classic,mainline,mists",14365,pkNMEqNz,9098,True,2026-01-16T16:37:36.424043+00:00
552323537,MeeyrasLockouts,Addons-By-Neotron/MeeyrasLockouts,https://github.com/Addons-By-Neotron/MeeyrasLockouts,"Meeyras Lockouts is an addon that shows your current instance lockouts in a LDB display or minimap button, as well as allowing listing of lockouts to party/raid chat. ",2025-07-19T16:35:07+00:00,"cata,mainline,mists",689051,25NRz1N3,,True,2025-12-09T00:40:45.239173+00:00
208635737,SexyReputation,Addons-By-Neotron/SexyReputation,https://github.com/Addons-By-Neotron/SexyReputation,"A fancy LDB reputation display, show faction reputation and reputation change history",2025-07-25T20:55:45+00:00,"bcc,cata,classic,mainline,mists",27993,J96E42Ng,23129,True,2025-12-09T00:40:45.391022+00:00
639034,AdiBags,AdiAddons/AdiBags,https://github.com/AdiAddons/AdiBags,WoW Addon — Adirelle's bag addon.,2024-09-08T02:20:23+00:00,"bcc,classic,mainline,wrath",,,,True,2026-01-16T16:37:36.607162+00:00
14010348,AdiButtonAuras,AdiAddons/AdiButtonAuras,https://github.com/AdiAddons/AdiButtonAuras,WoW addon - Display auras on action buttons.,2025-10-31T15:59:16+00:00,mainline,68441,,,True,2026-01-16T16:37:36.511867+00:00
14625469,LibPlayerSpells-1.0,AdiAddons/LibPlayerSpells-1.0,https://github.com/AdiAddons/LibPlayerSpells-1.0,WoW addon library - additional information about player spells.,2024-10-19T20:50:02+00:00,mainline,72228,,,True,2026-01-16T16:37:36.387896+00:00
294291,oUF_Adirelle,Adirelle/oUF_Adirelle,https://github.com/Adirelle/oUF_Adirelle,WoW addon: oUF-based unit and raid frames.,2021-03-18T10:30:47+00:00,mainline,21613,,,False,2026-01-16T16:37:36.333147+00:00
1131888842,consumable-manager,afinkbeiner86/consumable-manager,https://github.com/afinkbeiner86/consumable-manager,"Lightweight World of Warcraft addon designed to simplify the management of food, water, and potions.",2026-01-11T12:57:24+00:00,mainline,,,,False,2026-01-16T16:37:36.903338+00:00
139490391,AlreadyKnown,ahakola/AlreadyKnown,https://github.com/ahakola/AlreadyKnown,WoW-addon // Puts green tint on already known scrolls/pets/other learnable items on vendors.,2025-11-03T22:12:35+00:00,"bcc,cata,classic,mainline,mists,wrath",,,,True,2025-12-09T00:40:46.204018+00:00
146617914,AzeritePowerWeights,ahakola/AzeritePowerWeights,https://github.com/ahakola/AzeritePowerWeights,WoW-addon // Tells players best Azerite Power to pick for their Azerite gear based on Default or Custom weight scales.,2025-10-13T14:28:05+00:00,mainline,,,,True,2025-12-09T00:40:46.552644+00:00
142360234,ClassicGuildFrame,ahakola/ClassicGuildFrame,https://github.com/ahakola/ClassicGuildFrame,WoW-addon // Restoring the old GuildUI for BfA with the Chat from the new CommunitiesUI,2025-10-13T14:29:38+00:00,mainline,,,,True,2025-12-09T00:40:46.728913+00:00
139490858,DMFQuest,ahakola/DMFQuest,https://github.com/ahakola/DMFQuest,WoW-addon // Reminder tool for Darkmoon Faire crafting quest materials,2025-11-03T22:03:00+00:00,"cata,mainline,mists",,,,True,2026-01-16T16:37:36.369084+00:00
139489327,DrunkardSK,ahakola/DrunkardSK,https://github.com/ahakola/DrunkardSK,WoW-addon // Suicide Kings for the guild Drunkard of Bloodscalp. (I maintained this addon from MoP to Legion until Blizzard got rid of Masterlooter in BfA),2025-11-03T22:07:02+00:00,"bcc,cata,classic,mainline,mists,wrath",,,,True,2025-12-09T00:40:46.971365+00:00
139493024,iLevel,ahakola/iLevel,https://github.com/ahakola/iLevel,WoW-addon // Shows equiped items itemlevel on Paperdoll frame view.,2025-11-03T22:03:55+00:00,"cata,mainline,mists,wrath",,,,True,2025-12-09T00:40:47.020960+00:00
139493980,LOIHCal,ahakola/LOIHCal,https://github.com/ahakola/LOIHCal,WoW-addon // Calendar raid event role assignment tool for Lords of Ironhearts (Arathor EU),2025-11-03T22:03:13+00:00,"cata,mainline,mists,wrath",,,,True,2025-12-09T00:40:47.365684+00:00
139496332,LOIHInterrupt,ahakola/LOIHInterrupt,https://github.com/ahakola/LOIHInterrupt,WoW-addon // Interrupt manager for guild Lords of Ironhearts of Arathor EU.,2025-10-13T14:27:17+00:00,mainline,,,,True,2025-12-09T00:40:47.840444+00:00
139497162,LOIHLoot,ahakola/LOIHLoot,https://github.com/ahakola/LOIHLoot,WoW-addon // Syncs players' loot wishlists to raid leader(s) to help determine best loot method.,2025-11-03T22:02:54+00:00,"mainline,mists",,,,True,2026-01-16T16:37:36.889791+00:00
139499160,ParagonBars,ahakola/ParagonBars,https://github.com/ahakola/ParagonBars,WoW-addon // Repurpose ReputationFrame elements to show actual progress as progressbar and in numbers when hovering mouse over progressbars for Paragon reputations.,2025-10-13T14:28:26+00:00,mainline,,,,True,2026-01-16T16:37:36.810087+00:00
378495159,PortalButtonsLite,ahakola/PortalButtonsLite,https://github.com/ahakola/PortalButtonsLite,WoW-addon // An addon where you have custom row of buttons to hold teleport/portal spells.,2025-11-03T22:06:17+00:00,"bcc,cata,classic,mists,wrath",,,,True,2025-12-09T00:40:48.094859+00:00
383949931,PrettyGoodItems,ahakola/PrettyGoodItems,https://github.com/ahakola/PrettyGoodItems,WoW-addon // BiS-list addon,2022-06-07T14:18:49+00:00,bcc,,,,True,2025-12-09T00:40:48.182659+00:00
139499315,SmartGuildRepairs,ahakola/SmartGuildRepairs,https://github.com/ahakola/SmartGuildRepairs,WoW-addon // Use your guild repair funds to the maximum effiency!,2025-11-03T22:04:20+00:00,"cata,mainline,mists",,,,True,2025-12-09T00:40:48.190940+00:00
378491271,WTSpam,ahakola/WTSpam,https://github.com/ahakola/WTSpam,"WoW-addon // WTSpam - F#*& boost sellers! LFG is filled with ""WTS Boost""-spam, lets get rid of it.",2025-11-03T22:05:18+00:00,"bcc,cata,classic,mists,wrath",,,,True,2025-12-09T00:40:48.468916+00:00
868470509,FarstaAddon,Ahava/FarstaAddon,https://github.com/Ahava/FarstaAddon,,2024-12-18T15:47:48+00:00,mainline,1116337,,,True,2026-01-16T16:37:36.963584+00:00
355250434,wow-discord-rpc,AipNooBest/wow-discord-rpc,https://github.com/AipNooBest/wow-discord-rpc,Discord Rich Presence for World of Warcraft,2021-04-07T07:45:38+00:00,mainline,,,,False,2026-01-16T16:37:36.463931+00:00
141623917,AlarArtRemover,alarofrunetotem/AlarArtRemover,https://github.com/alarofrunetotem/AlarArtRemover,,2025-09-28T21:50:57+00:00,"cata,mainline,mists",13390,,23091,True,2025-12-09T00:40:48.680240+00:00
144905770,ChampionCommander,alarofrunetotem/ChampionCommander,https://github.com/alarofrunetotem/ChampionCommander,Mission manager for BFA,2026-01-05T22:03:44+00:00,mainline,300882,,24802,True,2026-01-16T16:37:37.138236+00:00
141559643,GarrisonCommander,alarofrunetotem/GarrisonCommander,https://github.com/alarofrunetotem/GarrisonCommander,,2026-01-05T22:18:06+00:00,mainline,86760,,23426,True,2026-01-16T16:37:36.219847+00:00
141626920,ItemLevelDisplay,alarofrunetotem/ItemLevelDisplay,https://github.com/alarofrunetotem/ItemLevelDisplay,,2026-01-05T22:18:03+00:00,mainline,30899,,21014,True,2026-01-16T16:37:36.611475+00:00
141627344,Jeeves,alarofrunetotem/Jeeves,https://github.com/alarofrunetotem/Jeeves,,2025-10-15T19:07:20+00:00,mainline,86172,,,True,2025-12-09T00:40:49.132840+00:00
141629823,MailCommander,alarofrunetotem/MailCommander,https://github.com/alarofrunetotem/MailCommander,,2026-01-05T22:23:46+00:00,"cata,mainline,mists",97081,,,True,2026-01-16T16:37:37.069355+00:00
141631756,MrFish,alarofrunetotem/MrFish,https://github.com/alarofrunetotem/MrFish,,2025-02-07T21:17:04+00:00,mainline,85383,,,True,2026-01-16T16:37:36.629102+00:00
141570616,OrderHallCommander,alarofrunetotem/OrderHallCommander,https://github.com/alarofrunetotem/OrderHallCommander,,2026-01-05T22:24:23+00:00,mainline,103097,,24461,True,2026-01-16T16:37:36.223417+00:00
295740617,AltReps,Alastair-Scott/AltReps,https://github.com/Alastair-Scott/AltReps,AltReps is an addon that allows you to track reputations across your characters,2023-11-20T17:45:56+00:00,mainline,408394,RaN0pLNj,25680,True,2025-12-09T00:40:49.044371+00:00
466050653,ElvUI_AutoVendorBlacklist,Alastair-Scott/ElvUI_AutoVendorBlacklist,https://github.com/Alastair-Scott/ElvUI_AutoVendorBlacklist,,2022-06-01T19:17:03+00:00,mainline,585872,0mNwvWGo,26246,True,2025-12-09T00:40:49.304986+00:00
966926593,BigWigs_VoicePlus,Alcadramin/BigWigs_VoicePlus,https://github.com/Alcadramin/BigWigs_VoicePlus,Crisp and clear AI-powered voice alerts for boss abilities in BigWigs,2025-05-11T21:26:48+00:00,mainline,1243086,,,True,2026-01-16T16:37:36.869249+00:00
98059037,ArenaLeaveConfirmer,AlexFolland/ArenaLeaveConfirmer,https://github.com/AlexFolland/ArenaLeaveConfirmer,,2025-09-12T09:18:26+00:00,"bcc,cata,classic,mainline,mists,wrath",49965,,,True,2025-12-09T00:40:50.044151+00:00
98059358,AutoGear,AlexFolland/AutoGear,https://github.com/AlexFolland/AutoGear,WoW convenience addon that automatically handles gear looting and equipping,2025-12-16T17:57:51+00:00,"bcc,cata,classic,mainline,mists,wrath",39179,,26415,True,2026-01-16T16:37:36.397068+00:00
98058747,BattlegroundSpiritReleaser,AlexFolland/BattlegroundSpiritReleaser,https://github.com/AlexFolland/BattlegroundSpiritReleaser,,2024-08-09T17:56:21+00:00,"bcc,cata,classic,mainline,wrath",95070,,,True,2026-01-16T16:37:36.999133+00:00
98058502,CooldownReadyFlashDisabler,AlexFolland/CooldownReadyFlashDisabler,https://github.com/AlexFolland/CooldownReadyFlashDisabler,,2021-07-04T22:17:15+00:00,"bcc,classic,mainline",94999,,,True,2025-12-09T00:40:49.565697+00:00
257487952,DeleteConfirmer,AlexFolland/DeleteConfirmer,https://github.com/AlexFolland/DeleteConfirmer,Dangerous WoW addon that instantly confirms any item deletion,2021-07-05T05:06:56+00:00,"bcc,classic,mainline",377586,,,True,2025-12-09T00:40:49.902571+00:00
98057940,DeleteGoodItemConfirmHelper,AlexFolland/DeleteGoodItemConfirmHelper,https://github.com/AlexFolland/DeleteGoodItemConfirmHelper,,2021-07-04T21:48:28+00:00,"bcc,classic,mainline",95016,,,True,2025-12-09T00:40:50.184254+00:00
98058275,DirectGameMenu,AlexFolland/DirectGameMenu,https://github.com/AlexFolland/DirectGameMenu,,2021-07-05T04:49:09+00:00,"bcc,classic,mainline",101885,,,True,2025-12-09T00:40:50.184902+00:00
98055804,GarbageProtector,AlexFolland/GarbageProtector,https://github.com/AlexFolland/GarbageProtector,,2022-10-30T17:22:25+00:00,"bcc,classic,mainline,wrath",,,,True,2026-01-16T16:37:36.975198+00:00
98086951,PrintTracer,AlexFolland/PrintTracer,https://github.com/AlexFolland/PrintTracer,World Of Warcraft addon for tracing the source of print calls,2021-07-05T05:19:11+00:00,"bcc,classic,mainline",,,,True,2025-12-09T00:40:50.626936+00:00
737391997,BetterBags-Appearances,AlexHaible/BetterBags-Appearances,https://github.com/AlexHaible/BetterBags-Appearances,"Source code for a World of Warcraft addon, that adds a few transmog categories to BetterBags.",2025-10-08T15:28:27+00:00,mainline,956133,,,True,2026-01-16T16:37:36.639514+00:00
812490883,BetterBags-CraftingLegendaries,AlexHaible/BetterBags-CraftingLegendaries,https://github.com/AlexHaible/BetterBags-CraftingLegendaries,,2025-10-08T15:28:44+00:00,mainline,1033418,,,True,2026-01-16T16:37:36.641450+00:00
737523850,BetterBags-Teleports,AlexHaible/BetterBags-Teleports,https://github.com/AlexHaible/BetterBags-Teleports,"Source code for a World of Warcraft addon, that puts all your teleporting items into a single category.",2025-10-30T15:08:11+00:00,"cata,classic,mainline,mists",956341,,,True,2026-01-16T16:37:36.636169+00:00
815366051,BetterBags-Themes,AlexHaible/BetterBags-Themes,https://github.com/AlexHaible/BetterBags-Themes,,2025-10-08T15:29:21+00:00,mainline,1037168,,,True,2026-01-16T16:37:37.267855+00:00
515766357,How-Many-Titles,AlexHaible/How-Many-Titles,https://github.com/AlexHaible/How-Many-Titles,"Source code for a World of Warcraft addon, that adds a few slash commands for easy checking of how many titles your current character has",2025-10-08T15:29:34+00:00,mainline,646799,,,True,2026-01-16T16:37:37.224882+00:00
669643121,Run-On-Login,AlexHaible/Run-On-Login,https://github.com/AlexHaible/Run-On-Login,"Source code for a World of Warcraft addon, that allows the user to specify certain CVars to be set on every login or UI reload, on every character.",2025-10-08T15:31:33+00:00,mainline,892400,,,True,2026-01-16T16:37:36.638151+00:00
669841129,Soft-Targeting,AlexHaible/Soft-Targeting,https://github.com/AlexHaible/Soft-Targeting,"Source code for a World of Warcraft addon, that allows the user to specify targeting ranges on a spec basis for action targeting.",2025-10-08T15:31:30+00:00,mainline,892627,,,True,2025-12-09T00:40:50.975958+00:00
473657811,Speak-Demonic,AlexHaible/Speak-Demonic,https://github.com/AlexHaible/Speak-Demonic,"Source code for a World of Warcraft addon, that auto-switches language for Demon Hunters upon entering their Class Hall, and back upon leaving it in any manner.",2025-10-08T16:22:58+00:00,mainline,267457,,,True,2026-01-16T16:37:36.581614+00:00
539702145,Personal-Black-List-PBL,AlexOvares/Personal-Black-List-PBL,https://github.com/AlexOvares/Personal-Black-List-PBL,Repo for Personal Black List ( PBL ) World of Warcraft Add On,2022-12-16T09:58:24+00:00,mainline,304720,,24841,True,2026-01-16T16:37:37.624615+00:00
842059222,Ruilhenn,Alzakath/Ruilhenn,https://github.com/Alzakath/Ruilhenn,A simple WoW addon to create class utility macros,2026-01-08T00:49:32+00:00,mainline,,EGPXEeG1,,True,2026-01-16T16:37:36.871728+00:00
279548539,BigWigs_CountDown_Narwhal,amtoft-eu/BigWigs_CountDown_Narwhal,https://github.com/amtoft-eu/BigWigs_CountDown_Narwhal,,2025-10-26T20:36:28+00:00,mainline,,,,True,2026-01-16T16:37:36.334146+00:00
279550171,DBM_CountDown_Narwhal,amtoft-eu/DBM_CountDown_Narwhal,https://github.com/amtoft-eu/DBM_CountDown_Narwhal,,2025-10-26T20:33:00+00:00,"cata,classic,mainline",,,,True,2026-01-16T16:37:36.602017+00:00
295222038,masque-hex,amtoft-eu/masque-hex,https://github.com/amtoft-eu/masque-hex,,2025-10-26T20:36:28+00:00,"cata,classic,mainline",,,,True,2026-01-16T16:37:36.961188+00:00
520257779,BagSearchPlus,Andols0/BagSearchPlus,https://github.com/Andols0/BagSearchPlus,,2026-01-02T18:18:12+00:00,mainline,88503,,26378,True,2026-01-16T16:37:37.266072+00:00
520660030,CurrencySorter,Andols0/CurrencySorter,https://github.com/Andols0/CurrencySorter,,2025-12-26T11:16:19+00:00,mainline,88028,,,True,2026-01-16T16:37:36.259606+00:00
520158461,Deyfightin,Andols0/Deyfightin,https://github.com/Andols0/Deyfightin,,2025-08-09T15:14:04+00:00,mainline,94079,,,True,2025-12-09T00:40:50.824891+00:00
520597142,GarrisonShuffle,Andols0/GarrisonShuffle,https://github.com/Andols0/GarrisonShuffle,,2025-12-26T11:18:20+00:00,mainline,91222,,,True,2026-01-16T16:37:36.265344+00:00
520665036,ReputationSorter,Andols0/ReputationSorter,https://github.com/Andols0/ReputationSorter,,2025-12-26T11:20:38+00:00,mainline,91544,,,True,2026-01-16T16:37:36.261951+00:00
520653524,Train-All,Andols0/Train-All,https://github.com/Andols0/Train-All,,2025-08-09T15:28:14+00:00,"bcc,classic,mainline,wrath",101201,,,True,2025-12-09T00:40:51.158052+00:00
510987323,ClamBake,andrebocchini/ClamBake,https://github.com/andrebocchini/ClamBake,A TBC Classic World of Warcraft addon to automatically open clams,2022-08-17T11:53:19+00:00,bcc,,,,False,2026-01-16T16:37:36.663122+00:00
78510143,AuctionSnatch,angelblue05/AuctionSnatch,https://github.com/angelblue05/AuctionSnatch,Fully based on Auction Snatch by daxdax -- custom features and reskin for altz ui,2017-02-15T04:11:43+00:00,mainline,,,,False,2026-01-16T16:37:37.367393+00:00
471844726,ItemCache,Anonomit/ItemCache,https://github.com/Anonomit/ItemCache,"WoW addon. Caches item data returned by GetItemInfo() and more. Can be run standalone to store data between sessions, or can be embedded as a library.",2025-11-18T23:02:36+00:00,"cata,classic,mists",591277,RqGZgQNd,,True,2026-01-16T16:37:36.929187+00:00
383263077,LootReserve,Anonomit/LootReserve,https://github.com/Anonomit/LootReserve,WoW classic addon that helps master looters roll and distribute items.,2026-01-14T13:17:21+00:00,mists,390790,WL6JpyGv,,True,2026-01-16T16:37:37.627926+00:00
860255208,Luckometer,Anonomit/Luckometer,https://github.com/Anonomit/Luckometer,WoW classic addon that tracks how lucky your random rolls are.,2026-01-14T02:03:18+00:00,"bcc,cata,classic,mists",1105259,b6mbeqKP,,True,2026-01-16T16:37:36.300361+00:00
412705213,ZeraTooltip,Anonomit/ZeraTooltip,https://github.com/Anonomit/ZeraTooltip,WoW Classic addon which simplifies tooltip text.,2026-01-14T01:52:40+00:00,"bcc,cata,classic,mists",533049,Qb6mJ1KP,,True,2026-01-16T16:37:36.299711+00:00
555098152,ZooKeeper,Anonomit/ZooKeeper,https://github.com/Anonomit/ZooKeeper,A WoW Classic addon which adds slash commands to summon a companion or mount.,2024-03-22T23:54:33+00:00,"classic,wrath",689881,5bGo4nN0,,True,2026-01-16T16:37:36.149085+00:00
45361839,PGFinder,AnTr95/PGFinder,https://github.com/AnTr95/PGFinder,,2025-10-12T09:57:00+00:00,mainline,,,,True,2026-01-16T16:37:37.070572+00:00
981388719,AwakeningUpdater,aohajin/AwakeningUpdater,https://github.com/aohajin/AwakeningUpdater,觉醒公会团本用wa更新器,2025-10-15T18:02:05+00:00,mainline,1262023,,,True,2026-01-16T16:37:37.005753+00:00
374356999,LFGFilter,Arby69/LFGFilter,https://github.com/Arby69/LFGFilter,WoW-Addon for Classic/TBC that makes LFG and LFM requests in public chats more visible.,2024-04-04T16:15:32+00:00,wrath,,,,False,2026-01-16T16:37:37.621765+00:00
357686412,CovenantFeatureRewards,ArekosAddons/CovenantFeatureRewards,https://github.com/ArekosAddons/CovenantFeatureRewards,Shows which rewards you can get from your covenant feature,2022-11-23T12:32:25+00:00,mainline,,,,True,2025-12-09T00:40:51.586651+00:00
394497504,LunarlightPodHelper,ArekosAddons/LunarlightPodHelper,https://github.com/ArekosAddons/LunarlightPodHelper,Helps finding unlit Lunarlight Pods and Maldraxxus Runecoffers runes,2023-07-12T15:05:18+00:00,mainline,,,,True,2025-12-09T00:40:51.724852+00:00
472133133,ProtoformReagentStatus,ArekosAddons/ProtoformReagentStatus,https://github.com/ArekosAddons/ProtoformReagentStatus,Add information to Protoform Synthesis reagents,2023-03-21T15:27:31+00:00,mainline,,,,True,2025-12-09T00:40:51.971795+00:00
644033598,UpgradeItemsInfo,ArekosAddons/UpgradeItemsInfo,https://github.com/ArekosAddons/UpgradeItemsInfo,Display for how many 'Item Slots' an upgrade item/currency is still needed for.,2025-10-18T13:52:13+00:00,mainline,,,,True,2025-12-09T00:40:51.945594+00:00
